"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Douglas County, NE"	"31055"	"Male"	"M"	"Alcohol-induced causes"	"A"	134	561702	23.86	0.00%
	"Douglas County, NE"	"31055"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	4068	561702	724.23	0.07%
	"Dundy County, NE"	"31057"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	25	1733	1442.59	0.00%
	"Dundy County, NE"	"31057"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	28	1730	1618.50	0.00%
	"Fillmore County, NE"	"31059"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	57	5484	1039.39	0.00%
	"Fillmore County, NE"	"31059"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	90	5505	1634.88	0.00%
	"Franklin County, NE"	"31061"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	35	3041	1150.94	0.00%
	"Franklin County, NE"	"31061"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	42	2961	1418.44	0.00%
	"Frontier County, NE"	"31063"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	20	2577	776.10	0.00%
	"Frontier County, NE"	"31063"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	24	2658	902.93	0.00%
	"Furnas County, NE"	"31065"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	64	4724	1354.78	0.00%
	"Furnas County, NE"	"31065"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	61	4667	1307.05	0.00%
	"Gage County, NE"	"31067"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	281	21530	1305.16	0.00%
	"Gage County, NE"	"31067"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	252	21476	1173.40	0.00%
	"Garden County, NE"	"31069"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	32	1782	1795.74	0.00%
	"Garden County, NE"	"31069"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	38	1952	1946.72	0.00%
	"Garfield County, NE"	"31071"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	41	1979	2071.75	0.00%
	"Garfield County, NE"	"31071"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	34	1977	1719.78	0.00%
	"Gosper County, NE"	"31073"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	23	1952	1178.28	0.00%
	"Gosper County, NE"	"31073"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	22	2034	1081.61	0.00%
	"Greeley County, NE"	"31077"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	24	2388	1005.03	0.00%
	"Greeley County, NE"	"31077"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	27	2324	1161.79	0.00%
	"Hall County, NE"	"31079"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	532	60856	874.19	0.01%
	"Hall County, NE"	"31079"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	570	62104	917.82	0.01%
	"Hamilton County, NE"	"31081"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	83	9241	898.17	0.00%
	"Hamilton County, NE"	"31081"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	90	9363	961.23	0.00%
	"Harlan County, NE"	"31083"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	37	3273	1130.46	0.00%
	"Harlan County, NE"	"31083"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	43	3508	1225.77	0.00%
	"Hayes County, NE"	"31085"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	13	943	Unreliable	0.00%
	"Hitchcock County, NE"	"31087"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	41	2777	1476.41	0.00%
	"Hitchcock County, NE"	"31087"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	37	2791	1325.69	0.00%
	"Holt County, NE"	"31089"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	133	10122	1313.97	0.00%
	"Holt County, NE"	"31089"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	119	10123	1175.54	0.00%
	"Hooker County, NE"	"31091"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	10	707	Unreliable	0.00%
	"Hooker County, NE"	"31091"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	16	657	Unreliable	0.00%
	"Howard County, NE"	"31093"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	76	6345	1197.79	0.00%
	"Howard County, NE"	"31093"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	80	6568	1218.03	0.00%
	"Jefferson County, NE"	"31095"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	103	7183	1433.94	0.00%
	"Jefferson County, NE"	"31095"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	119	6960	1709.77	0.00%
	"Johnson County, NE"	"31097"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	70	4185	1672.64	0.00%
	"Johnson County, NE"	"31097"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	71	6020	1179.40	0.00%
	"Kearney County, NE"	"31099"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	71	6533	1086.79	0.00%
	"Kearney County, NE"	"31099"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	63	6506	968.34	0.00%
	"Keith County, NE"	"31101"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	87	7957	1093.38	0.00%
	"Keith County, NE"	"31101"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	101	8098	1247.22	0.00%
	"Keya Paha County, NE"	"31103"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	10	826	Unreliable	0.00%
	"Kimball County, NE"	"31105"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	62	3633	1706.58	0.00%
	"Kimball County, NE"	"31105"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	54	3617	1492.95	0.00%
	"Knox County, NE"	"31107"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	97	8460	1146.57	0.00%
	"Knox County, NE"	"31107"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	105	8291	1266.43	0.00%
	"Lancaster County, NE"	"31109"	"Female"	"F"	"Drug-induced causes"	"D"	22	316928	6.94	0.00%
	"Lancaster County, NE"	"31109"	"Female"	"F"	"Alcohol-induced causes"	"A"	22	316928	6.94	0.00%
	"Lancaster County, NE"	"31109"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2271	316928	716.57	0.04%
	"Lancaster County, NE"	"31109"	"Male"	"M"	"Drug-induced causes"	"D"	43	319434	13.46	0.00%
	"Lancaster County, NE"	"31109"	"Male"	"M"	"Alcohol-induced causes"	"A"	62	319434	19.41	0.00%
	"Lancaster County, NE"	"31109"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	2239	319434	700.93	0.04%
	"Lincoln County, NE"	"31111"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	416	35387	1175.57	0.01%
	"Lincoln County, NE"	"31111"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	346	34712	996.77	0.01%
	"Loup County, NE"	"31115"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	11	630	Unreliable	0.00%
	"Loup County, NE"	"31115"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	11	652	Unreliable	0.00%
	"Madison County, NE"	"31119"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	365	35543	1026.93	0.01%
	"Madison County, NE"	"31119"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	375	34948	1073.02	0.01%
	"Merrick County, NE"	"31121"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	82	7707	1063.97	0.00%
	"Merrick County, NE"	"31121"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	92	7781	1182.37	0.00%
	"Morrill County, NE"	"31123"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	60	4552	1318.10	0.00%
	"Morrill County, NE"	"31123"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	55	4776	1151.59	0.00%
	"Nance County, NE"	"31125"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	47	3547	1325.06	0.00%
	"Nance County, NE"	"31125"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	60	3504	1712.33	0.00%
	"Nemaha County, NE"	"31127"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	89	6958	1279.10	0.00%
	"Nemaha County, NE"	"31127"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	78	6972	1118.76	0.00%
	"Nuckolls County, NE"	"31129"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	64	4199	1524.17	0.00%
	"Nuckolls County, NE"	"31129"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	63	4144	1520.27	0.00%
	"Otoe County, NE"	"31131"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	174	16092	1081.28	0.00%
	"Otoe County, NE"	"31131"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	166	15905	1043.70	0.00%
	"Pawnee County, NE"	"31133"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	38	2660	1428.57	0.00%
	"Pawnee County, NE"	"31133"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	2585	1508.70	0.00%
	"Perkins County, NE"	"31135"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	39	2849	1368.90	0.00%
	"Perkins County, NE"	"31135"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	35	2971	1178.05	0.00%
	"Phelps County, NE"	"31137"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	96	8992	1067.62	0.00%
	"Phelps County, NE"	"31137"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	113	9038	1250.28	0.00%
	"Pierce County, NE"	"31139"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	76	7056	1077.10	0.00%
	"Pierce County, NE"	"31139"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	66	7234	912.36	0.00%
	"Platte County, NE"	"31141"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	300	32920	911.30	0.01%
	"Platte County, NE"	"31141"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	312	33913	920.00	0.01%
	"Polk County, NE"	"31143"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	78	5284	1476.15	0.00%
	"Polk County, NE"	"31143"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	48	5207	921.84	0.00%
	"Red Willow County, NE"	"31145"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	142	10764	1319.21	0.00%
	"Red Willow County, NE"	"31145"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	131	10686	1225.90	0.00%
	"Richardson County, NE"	"31147"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	129	7855	1642.27	0.00%
	"Richardson County, NE"	"31147"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	111	7947	1396.75	0.00%
	"Rock County, NE"	"31149"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	18	1356	Unreliable	0.00%
	"Rock County, NE"	"31149"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	22	1361	1616.46	0.00%
	"Saline County, NE"	"31151"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	135	13912	970.39	0.00%
	"Saline County, NE"	"31151"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	127	14662	866.18	0.00%
	"Sarpy County, NE"	"31153"	"Female"	"F"	"Drug-induced causes"	"D"	25	185481	13.48	0.00%
	"Sarpy County, NE"	"31153"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1025	185481	552.62	0.02%
	"Sarpy County, NE"	"31153"	"Male"	"M"	"Drug-induced causes"	"D"	15	186174	Unreliable	0.00%
	"Sarpy County, NE"	"31153"	"Male"	"M"	"Alcohol-induced causes"	"A"	20	186174	10.74	0.00%
	"Sarpy County, NE"	"31153"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1064	186174	571.51	0.02%
	"Saunders County, NE"	"31155"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	207	21159	978.31	0.00%
	"Saunders County, NE"	"31155"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	221	21722	1017.40	0.00%
	"Scotts Bluff County, NE"	"31157"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	433	36773	1177.49	0.01%
	"Scotts Bluff County, NE"	"31157"	"Male"	"M"	"Drug-induced causes"	"D"	11	34834	Unreliable	0.00%
	"Scotts Bluff County, NE"	"31157"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	400	34834	1148.30	0.01%
	"Seward County, NE"	"31159"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	173	16903	1023.49	0.00%
	"Seward County, NE"	"31159"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	161	17699	909.66	0.00%
	"Sheridan County, NE"	"31161"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	82	5302	1546.59	0.00%
	"Sheridan County, NE"	"31161"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	80	5134	1558.24	0.00%
	"Sherman County, NE"	"31163"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	36	3074	1171.11	0.00%
	"Sherman County, NE"	"31163"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	44	2965	1483.98	0.00%
	"Stanton County, NE"	"31167"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	54	5860	921.50	0.00%
	"Stanton County, NE"	"31167"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	39	6030	646.77	0.00%
	"Thayer County, NE"	"31169"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	86	5053	1701.96	0.00%
	"Thayer County, NE"	"31169"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	77	4989	1543.40	0.00%
	"Thurston County, NE"	"31173"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	92	7349	1251.87	0.00%
	"Thurston County, NE"	"31173"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	87	7178	1212.04	0.00%
	"Valley County, NE"	"31175"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	60	4196	1429.93	0.00%
	"Valley County, NE"	"31175"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	51	4152	1228.32	0.00%
	"Washington County, NE"	"31177"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	183	20642	886.54	0.00%
	"Washington County, NE"	"31177"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	173	20754	833.57	0.00%
	"Wayne County, NE"	"31179"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	71	9350	759.36	0.00%
	"Wayne County, NE"	"31179"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	75	9438	794.66	0.00%
	"Webster County, NE"	"31181"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	54	3528	1530.61	0.00%
	"Webster County, NE"	"31181"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	59	3492	1689.58	0.00%
	"York County, NE"	"31185"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	143	14007	1020.92	0.00%
	"York County, NE"	"31185"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	153	13444	1138.05	0.00%
	"Churchill County, NV"	"32001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	259	24282	1066.63	0.00%
	"Churchill County, NV"	"32001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	302	25067	1204.77	0.01%
	"Clark County, NV"	"32003"	"Female"	"F"	"Drug-induced causes"	"D"	354	2255327	15.70	0.01%
	"Clark County, NV"	"32003"	"Female"	"F"	"Alcohol-induced causes"	"A"	207	2255327	9.18	0.00%
	"Clark County, NV"	"32003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	14693	2255327	651.48	0.26%
	"Clark County, NV"	"32003"	"Male"	"M"	"Drug-induced causes"	"D"	630	2243035	28.09	0.01%
	"Clark County, NV"	"32003"	"Male"	"M"	"Alcohol-induced causes"	"A"	492	2243035	21.93	0.01%
	"Clark County, NV"	"32003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	18147	2243035	809.04	0.32%
	"Douglas County, NV"	"32005"	"Female"	"F"	"Drug-induced causes"	"D"	10	48464	Unreliable	0.00%
	"Douglas County, NV"	"32005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	456	48464	940.90	0.01%
	"Douglas County, NV"	"32005"	"Male"	"M"	"Alcohol-induced causes"	"A"	17	48908	Unreliable	0.00%
	"Douglas County, NV"	"32005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	589	48908	1204.30	0.01%
	"Elko County, NV"	"32007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	260	50568	514.16	0.00%
	"Elko County, NV"	"32007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	375	54670	685.93	0.01%
	"Eureka County, NV"	"32011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	15	1890	Unreliable	0.00%
	"Eureka County, NV"	"32011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	19	2142	Unreliable	0.00%
	"Humboldt County, NV"	"32013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	117	16120	725.81	0.00%
	"Humboldt County, NV"	"32013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	137	17497	782.99	0.00%
	"Lander County, NV"	"32015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	43	5406	795.41	0.00%
	"Lander County, NV"	"32015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	57	5701	999.82	0.00%
	"Lincoln County, NV"	"32017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	42	4823	870.83	0.00%
	"Lincoln County, NV"	"32017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	53	5561	953.07	0.00%
	"Lyon County, NV"	"32019"	"Female"	"F"	"Drug-induced causes"	"D"	13	55374	Unreliable	0.00%
	"Lyon County, NV"	"32019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	526	55374	949.90	0.01%
	"Lyon County, NV"	"32019"	"Male"	"M"	"Drug-induced causes"	"D"	25	57944	43.15	0.00%
	"Lyon County, NV"	"32019"	"Male"	"M"	"Alcohol-induced causes"	"A"	18	57944	Unreliable	0.00%
	"Lyon County, NV"	"32019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	685	57944	1182.18	0.01%
	"Mineral County, NV"	"32021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	66	4552	1449.91	0.00%
	"Mineral County, NV"	"32021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	73	4467	1634.21	0.00%
	"Nye County, NV"	"32023"	"Female"	"F"	"Drug-induced causes"	"D"	12	44880	Unreliable	0.00%
	"Nye County, NV"	"32023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	698	44880	1555.26	0.01%
	"Nye County, NV"	"32023"	"Male"	"M"	"Drug-induced causes"	"D"	19	46989	Unreliable	0.00%
	"Nye County, NV"	"32023"	"Male"	"M"	"Alcohol-induced causes"	"A"	20	46989	42.56	0.00%
	"Nye County, NV"	"32023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	908	46989	1932.37	0.02%
	"Pershing County, NV"	"32027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	55	4756	1156.43	0.00%
	"Pershing County, NV"	"32027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	72	8635	833.82	0.00%
	"Storey County, NV"	"32029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	40	3978	1005.53	0.00%
	"Storey County, NV"	"32029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	48	4174	1149.98	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"Drug-induced causes"	"D"	79	464800	17.00	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"Alcohol-induced causes"	"A"	66	464800	14.20	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	3300	464800	709.98	0.06%
	"Washoe County, NV"	"32031"	"Male"	"M"	"Drug-induced causes"	"D"	169	472454	35.77	0.00%
	"Washoe County, NV"	"32031"	"Male"	"M"	"Alcohol-induced causes"	"A"	161	472454	34.08	0.00%
	"Washoe County, NV"	"32031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	4053	472454	857.86	0.07%
	"White Pine County, NV"	"32033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	75	7973	940.67	0.00%
	"White Pine County, NV"	"32033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	100	11082	902.36	0.00%
	"Carson City, NV"	"32510"	"Female"	"F"	"Drug-induced causes"	"D"	16	54204	Unreliable	0.00%
	"Carson City, NV"	"32510"	"Female"	"F"	"Alcohol-induced causes"	"A"	13	54204	Unreliable	0.00%
	"Carson City, NV"	"32510"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	695	54204	1282.19	0.01%
	"Carson City, NV"	"32510"	"Male"	"M"	"Drug-induced causes"	"D"	18	57126	Unreliable	0.00%
	"Carson City, NV"	"32510"	"Male"	"M"	"Alcohol-induced causes"	"A"	26	57126	45.51	0.00%
	"Carson City, NV"	"32510"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	824	57126	1442.43	0.01%
	"Belknap County, NH"	"33001"	"Female"	"F"	"Drug-induced causes"	"D"	21	61907	33.92	0.00%
	"Belknap County, NH"	"33001"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	61907	Unreliable	0.00%
	"Belknap County, NH"	"33001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	653	61907	1054.81	0.01%
	"Belknap County, NH"	"33001"	"Male"	"M"	"Drug-induced causes"	"D"	32	60418	52.96	0.00%
	"Belknap County, NH"	"33001"	"Male"	"M"	"Alcohol-induced causes"	"A"	13	60418	Unreliable	0.00%
	"Belknap County, NH"	"33001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	835	60418	1382.04	0.01%
	"Carroll County, NH"	"33003"	"Female"	"F"	"Drug-induced causes"	"D"	11	49312	Unreliable	0.00%
	"Carroll County, NH"	"33003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	538	49312	1091.01	0.01%
	"Carroll County, NH"	"33003"	"Male"	"M"	"Drug-induced causes"	"D"	15	48377	Unreliable	0.00%
	"Carroll County, NH"	"33003"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	48377	Unreliable	0.00%
